Ind,Gender,age_range,Occ_code,Partner_status,Region,Lodgment_method,PHI_Ind,Sw_amt,Alow_ben_amt,ETP_txbl_amt,Grs_int_amt,Aust_govt_pnsn_allw_amt,Unfranked_Div_amt,Frk_Div_amt,Dividends_franking_cr_amt,Net_rent_amt,Gross_rent_amt,Other_rent_ded_amt,Rent_int_ded_amt,Rent_cap_wks_amt,Net_farm_management_amt,Net_PP_BI_amt,Net_NPP_BI_amt,Total_PP_BI_amt,Total_NPP_BI_amt,Total_PP_BE_amt,Total_NPP_BE_amt,Net_CG_amt,Tot_CY_CG_amt,Net_PT_PP_dsn,Net_PT_NPP_dsn,Taxed_othr_pnsn_amt,Untaxed_othr_pnsn_amt,Other_foreign_inc_amt,Other_inc_amt,Tot_inc_amt,WRE_car_amt,WRE_trvl_amt,WRE_uniform_amt,WRE_self_amt,WRE_other_amt,Div_Ded_amt,Intrst_Ded_amt,Gift_amt,Non_emp_spr_amt,Cost_tax_affairs_amt,Other_Ded_amt,Tot_ded_amt,PP_loss_claimed,NPP_loss_claimed,Rep_frng_ben_amt,Med_Exp_TO_amt,Asbl_forgn_source_incm_amt,Spouse_adjusted_taxable_inc,Net_fincl_invstmt_lss_amt,Rptbl_Empr_spr_cont_amt,Cr_PAYG_ITI_amt,TFN_amts_wheld_gr_intst_amt,TFN_amts_wheld_divs_amt,Hrs_to_prepare_BPI_cnt,Taxable_Income,Help_debt,MCS_Emplr_Contr,MCS_Prsnl_Contr,MCS_Othr_Contr,MCS_Ttl_Acnt_Bal
6402,0,2,7,0,112,A,0,57757,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58021,0,0,323,0,551,0,0,0,0,146,0,1020,0,0,0,0,0,0,0,0,0,0,0,0,57001,0,5288,0,0,82626
218886,1,4,4,1,101,A,1,21541,174,0,0,0,0,285,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4717,23149,0,0,49988,35,0,355,0,159,0,0,4,0,139,0,692,0,0,0,0,0,10035,0,0,0,0,0,0,49296,0,1727,0,83,1742
130752,0,8,8,0,111,S,1,51934,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52465,0,0,132,0,939,0,0,45,0,0,0,1116,0,0,0,0,0,0,0,0,0,0,0,0,51349,0,3921,0,0,28620
131751,0,9,2,0,208,S,0,51078,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51121,242,0,0,0,30,0,0,215,0,0,0,487,0,0,0,0,0,0,0,0,0,0,0,0,50634,36773,4471,0,0,18194
38662,0,2,9,1,601,A,1,118489,0,0,0,0,0,104,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118637,0,0,305,0,657,0,0,0,0,151,0,1113,0,0,0,0,0,101,0,0,0,0,0,0,117524,0,10707,0,0,182525
182731,1,2,2,1,212,A,1,1464,0,0,233,0,0,115,49,915,9953,3449,5589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2776,0,0,0,0,93,0,0,0,0,265,0,358,0,0,0,0,0,11965,0,0,0,0,0,0,2418,0,106,0,0,453084
254368,1,8,2,1,121,S,1,95971,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96009,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,0,124000,0,0,0,0,0,0,95998,0,8877,0,268,31262
149554,1,10,0,0,206,A,0,0,0,0,341,0,94,88,37,0,0,0,0,0,0,0,-7172,0,42495,0,49667,0,0,0,0,0,0,0,7172,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,0,0,0,0,0
228899,0,6,0,1,507,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88800,0,0,0,48,88848,0,0,0,0,0,0,0,0,0,172,0,172,0,0,0,0,0,105904,0,0,37652,0,0,0,88676,0,0,0,0,27445
99451,0,5,3,1,210,A,1,81049,0,0,0,0,14,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81090,851,0,337,0,1143,0,0,109,0,73,0,2513,0,0,0,0,0,44884,0,0,0,0,0,0,78577,0,7497,0,0,13057
175309,0,8,1,1,117,A,1,121058,0,0,894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121952,3448,0,159,0,3004,0,0,187,0,319,0,7117,0,0,0,0,0,54553,0,0,0,0,0,0,114835,0,9786,0,388,86165
32178,1,5,5,1,317,A,1,18779,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,9942,19886,0,1943,0,0,0,0,30672,0,0,133,0,0,0,0,0,0,0,0,133,0,0,0,0,0,56702,0,0,0,0,0,0,30539,0,1698,34,289,109390
85768,0,4,5,0,209,A,0,80346,16709,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97060,3557,610,170,0,873,0,133,265,0,114,0,5722,0,0,0,0,0,0,0,4829,0,0,0,0,91338,0,11649,0,0,219629
229368,1,9,4,0,128,A,1,46081,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46348,696,0,160,0,187,0,0,0,0,0,0,1043,0,0,0,0,0,0,0,0,0,103,0,0,45305,0,3688,0,0,11823
99920,1,4,5,1,211,A,1,35848,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35854,2590,0,0,0,275,0,0,0,0,0,0,2865,0,0,0,0,0,39259,0,0,0,0,0,0,32989,0,3620,0,0,36677
243989,0,10,3,0,701,S,1,50092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50092,0,0,0,0,2530,0,0,0,0,0,0,2530,0,0,0,0,0,0,0,0,0,0,0,0,47562,0,4077,0,0,22247
856,0,0,0,0,111,S,0,0,0,0,0,0,0,161,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0
94353,1,4,4,1,117,A,1,37623,0,0,1619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39242,84,0,164,0,1066,0,0,64,0,152,0,1530,0,0,0,121,0,54769,0,0,0,0,0,0,37712,0,3596,1717,968,106205
43781,1,1,5,1,314,A,1,24821,0,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25139,0,0,50,0,105,0,0,433,0,251,0,839,0,0,0,0,0,318,0,0,0,0,0,0,24300,0,2533,0,505,213647
27549,1,2,0,0,101,A,1,0,0,0,8781,0,0,0,0,8316,13643,5327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17097,0,0,0,0,0,0,0,0,0,180,0,180,0,0,0,0,0,0,0,0,0,0,0,0,16917,0,0,0,0,0
227757,1,10,2,0,123,S,0,59457,367,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59993,0,0,366,0,147,0,0,55,0,0,0,568,0,0,0,0,0,0,0,0,0,0,0,0,59425,18366,5378,0,390,10003
61889,0,7,3,1,102,A,1,113699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113699,0,110,411,0,752,0,0,70,0,246,0,1589,0,0,0,0,0,6282,0,0,0,0,0,0,112110,0,6619,0,0,101241
210587,1,3,1,1,504,S,1,74811,144,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75170,0,0,0,0,0,0,0,576,0,0,0,576,0,0,29272,0,0,97840,0,0,0,0,0,0,74594,0,8425,0,0,293134
47737,0,5,1,0,207,A,1,86160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86160,0,0,0,0,321,0,0,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,85839,0,0,0,0,26632
215685,1,2,8,0,601,A,1,26804,0,0,204,10416,0,660,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38367,0,0,394,0,61,0,0,21,0,128,0,604,0,0,0,0,0,0,0,0,0,0,0,0,37763,0,2444,0,349,21006
204551,1,4,5,1,402,A,1,29069,0,0,94,0,10,24,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29207,0,0,0,0,304,0,0,0,0,127,0,431,0,0,17578,0,0,10973,0,0,0,0,0,0,28776,0,0,2183,3899,184897
233793,1,8,9,1,213,S,0,20142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20142,0,160,64,0,0,0,0,0,0,0,0,224,0,0,0,0,0,77830,0,0,0,0,0,0,19918,0,1697,0,245,4413
40294,1,5,5,1,215,A,1,1023,0,0,20,0,11,27,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39442,0,0,0,0,0,0,1093,3416,0,0,0,2235
33116,0,6,3,1,123,A,0,70884,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71156,1634,0,379,0,1584,0,0,140,0,0,0,3737,0,0,0,0,0,27459,0,0,0,0,0,0,67419,0,5654,0,0,155813
198311,0,4,3,1,312,A,0,79632,42,0,34,0,1135,24816,10633,0,0,0,0,0,0,0,0,0,0,0,0,1856,4251,0,0,0,0,0,0,118148,0,0,248,0,916,6608,0,0,0,518,0,8290,0,0,0,0,0,49284,0,16348,0,2,0,0,109858,0,26715,0,0,698860
67660,0,7,7,1,127,S,0,900,0,0,0,8228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,9166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10506,0,0,0,0,0,0,9166,0,0,0,28,36089
212463,1,4,6,0,506,S,0,28750,0,0,0,2929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31679,0,0,186,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,31493,0,2613,0,382,32503
119639,1,7,4,1,214,A,0,27564,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27658,0,0,180,376,128,0,0,0,0,128,0,812,0,0,0,0,0,87256,0,0,0,0,0,0,26846,0,2934,0,289,10807
173698,1,6,1,1,121,A,1,0,9280,0,1247,0,0,0,0,-4893,1062,2056,3899,0,0,0,0,0,0,0,0,22013,1952964,0,20343,0,0,193,0,48183,0,0,0,0,278,0,0,260,0,0,0,538,0,0,0,0,193,33811,0,0,0,0,0,0,47645,0,23200,0,0,320266
73696,0,6,6,0,127,S,0,32813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32813,3638,0,569,0,1664,0,0,0,0,0,0,5871,0,0,0,0,0,0,0,0,0,0,0,0,26942,0,2825,0,400,22284
257937,0,9,8,0,508,A,0,182291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182291,0,0,158,0,1223,0,0,189,0,187,0,1757,0,0,0,0,0,0,0,0,0,0,0,0,180534,0,15150,0,0,40446
76714,1,0,0,1,101,A,0,0,0,0,513,9312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45144,0,0,0,0,0,0,9825,0,0,0,0,0
252574,1,8,2,0,210,S,1,64089,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64097,0,283,0,272,329,0,0,91,0,33,0,1008,0,0,4005,0,0,0,0,0,0,0,0,0,63089,0,5697,0,0,25212
150961,1,8,4,1,213,S,1,2628,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54836,0,0,0,0,0,0,2629,0,469,0,0,65250
171149,0,11,8,0,210,S,0,20711,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20789,0,0,157,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,25,0,0,20632,0,624,0,14,532
203409,1,2,2,1,406,S,1,514,0,0,1157,0,0,155,66,0,0,0,0,0,0,0,3238,0,3524,0,286,0,0,0,0,0,0,0,0,5130,248,0,163,0,0,0,0,128,0,149,0,688,0,0,0,0,0,67306,0,0,0,0,0,1,4442,0,0,0,91,489087
127755,1,4,4,1,102,A,0,62036,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62225,0,0,287,0,189,0,0,18,0,169,0,663,0,0,0,0,0,36408,0,0,0,0,0,0,61562,0,4170,0,0,75079
95760,0,2,5,1,211,A,0,71508,0,0,4392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75900,0,0,147,0,1300,0,0,74,0,380,63,1964,0,0,0,0,0,61923,0,13936,1268,0,0,0,73936,0,19444,0,0,303877
179265,1,9,5,1,401,S,0,15291,0,0,656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19284,0,0,0,0,0,0,15947,0,1084,0,0,2023
256530,0,9,2,1,503,A,0,81217,5697,0,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87543,984,0,162,0,38,0,0,199,0,0,0,1383,0,0,0,0,0,18790,0,0,0,0,0,0,86160,0,8150,0,0,22375
177450,0,9,2,0,405,A,1,16922,0,0,34,0,0,0,0,0,0,0,0,0,0,0,3483,0,29514,0,26031,0,0,0,0,0,0,0,0,20439,704,0,139,0,222,0,0,0,0,187,0,1252,0,0,0,0,0,0,0,0,0,0,0,0,19187,8503,1194,0,64,5696
133995,1,10,8,0,902,A,0,26560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26560,0,1813,0,0,1347
58137,0,7,2,1,128,A,1,202314,30396,0,23,0,0,0,0,87,11564,4490,6734,253,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5355,238176,10544,206,0,0,2154,0,0,1420,0,149,4763,19236,0,0,0,0,0,63761,9397,0,0,0,0,0,218940,0,25850,0,2252,394417
221925,0,9,7,0,210,S,1,17425,0,0,86,1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19161,0,0,93,0,377,0,0,0,0,0,0,470,0,0,0,0,0,0,0,0,0,30,0,0,18691,0,1698,0,398,1209
131915,1,9,0,1,401,A,1,0,0,0,177,0,0,235,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22930,23442,0,0,0,0,0,0,0,0,0,144,0,144,0,0,0,0,0,94670,0,0,0,0,0,0,23298,15861,0,0,119,12767
227084,0,9,6,0,118,A,1,49846,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32010,0,0,0,23,82071,0,0,161,0,0,0,0,0,0,23,0,184,0,0,0,0,0,0,0,0,10908,0,0,0,81887,0,4316,0,0,8720
205693,1,4,2,0,403,A,1,84857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84857,565,0,0,0,1744,0,0,37,0,119,0,2465,0,0,0,0,0,0,0,0,0,0,0,0,82392,0,10292,3775,0,286533
164909,0,10,8,0,801,S,0,23321,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23860,593,0,137,0,620,0,0,0,0,0,0,1350,0,0,0,0,0,0,0,0,0,0,0,0,22510,0,1472,0,0,873
147678,0,7,8,1,203,A,1,71222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71222,1284,0,423,137,392,0,0,0,0,231,0,2467,0,0,0,0,0,0,0,0,0,0,0,0,68755,0,5839,0,0,19443
56791,1,6,2,1,120,S,1,203316,0,0,71,0,480,8347,3577,0,0,0,0,0,0,0,0,0,0,0,0,2244,13725,0,497,0,0,1689,0,220221,0,0,0,0,966,1062,3571,255,0,0,1070,6924,0,0,0,0,1689,929209,0,6629,1508,0,0,0,213297,0,21829,0,574,214125
217296,0,1,5,1,801,A,1,79935,0,0,0,0,0,610,261,-9741,30475,9395,24919,5902,0,0,0,0,0,0,0,0,0,0,0,0,19724,0,0,90789,0,0,0,0,268,0,0,0,0,267,138,673,0,0,0,0,0,60108,0,0,0,0,0,0,90116,0,0,8000,6254,0
142845,1,7,1,0,120,A,1,62529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62529,3542,1172,0,1417,3934,0,0,361,0,144,0,10570,0,0,10958,0,0,0,0,0,0,0,0,0,51959,0,7494,0,0,101806
2936,1,2,4,1,119,A,1,14445,0,0,3474,0,0,0,0,5121,7293,2172,0,0,0,0,0,0,0,0,0,4235,8450,0,1750,0,40672,684,2,70383,0,0,133,0,0,0,2243,772,0,159,4466,7773,0,0,0,0,684,49655,3285,0,0,0,0,0,62610,0,0,0,0,125709
7096,1,1,5,1,120,A,1,15133,0,0,775,0,0,80,34,0,0,0,0,0,0,0,28764,0,29307,0,543,0,0,0,29231,0,0,0,0,74017,0,0,0,0,264,0,0,0,0,412,0,676,0,0,0,0,0,127134,0,6238,17554,0,0,0,73341,0,7768,0,0,58176
216827,1,2,1,1,604,A,1,31562,0,0,5820,0,0,440,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3512,31934,0,0,0,73456,0,0,158,0,87,0,0,0,0,0,0,245,0,0,0,0,0,129345,0,45125,0,0,0,0,73211,0,41529,0,0,2059379
248149,1,10,6,0,507,S,1,9389,0,0,0,3229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,12726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12726,0,864,0,105,1944
220457,0,6,7,0,213,A,0,33297,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33327,0,0,0,0,0,0,0,313,0,95,0,408,0,0,0,0,0,0,0,0,0,0,0,0,32919,0,1480,0,0,1208
94618,0,0,0,1,201,A,1,0,0,0,40,4593,0,495,212,0,0,0,0,0,0,0,13918,0,94005,0,80088,0,0,0,0,0,0,0,0,19258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5405,0,0,0,0,0,0,19258,0,0,0,0,136858
18026,1,4,4,1,110,S,0,24264,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24303,0,0,118,0,0,0,0,0,0,0,0,118,0,0,0,0,0,67989,0,0,0,0,0,0,24185,0,2620,0,397,11300
255327,0,8,0,1,124,A,0,0,0,0,1516,0,0,0,0,0,0,0,0,0,0,0,37788,0,47091,0,9303,0,0,0,0,0,0,0,0,39304,0,0,0,0,0,0,0,0,0,142,0,142,0,0,0,0,0,25542,0,0,9803,0,0,0,39162,0,0,0,0,19
142376,0,8,9,1,506,S,0,17306,47,0,0,0,0,0,0,1581,1581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18934,0,740,0,0,262
189930,0,3,8,0,307,A,0,69949,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70657,0,708,316,0,0,0,0,252,0,243,0,1519,0,0,0,0,0,0,0,0,0,0,0,0,69138,0,4658,0,0,148419
199188,0,5,7,1,315,A,0,98966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98966,0,0,165,0,0,0,0,164,0,273,0,602,0,0,0,0,0,26250,0,0,0,0,0,0,98364,0,5730,0,0,98808
195640,1,5,4,1,309,A,0,42878,54,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42954,3447,0,136,0,1391,0,0,0,0,0,0,4974,0,0,0,0,0,20121,0,0,0,0,0,0,37980,0,3820,0,0,7998
120108,1,8,2,1,317,A,1,45390,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45394,0,0,138,0,1053,0,0,45,0,113,0,1349,0,0,0,0,0,66438,0,0,0,0,0,0,44045,0,5646,2214,0,118765
154652,1,9,4,0,106,A,1,20993,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21388,0,0,263,0,1109,0,0,0,0,0,0,1372,0,0,0,0,0,0,0,0,0,0,0,0,20016,23903,1867,0,220,7750
232529,0,10,8,0,104,A,0,75945,0,0,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76388,0,0,424,2425,0,0,0,0,0,0,0,2849,0,0,0,0,0,0,0,0,0,0,0,0,73539,0,2485,0,0,2140
91947,1,3,0,1,210,A,1,0,0,0,8362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4175,0,188,18,0,121,27741,36430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,33389,0,0,0,0,0,0,36430,0,0,404884,0,364178
156671,0,11,8,0,504,S,0,19638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19638,13010,1811,0,0,1265
82893,1,3,2,1,103,A,1,7798,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2060,0,4342,0,2281,0,0,0,0,0,0,0,2060,11924,0,0,198,0,417,0,0,0,0,192,0,807,0,0,0,0,0,114840,0,0,0,0,0,0,11117,0,910,0,155,125126
120251,1,7,4,1,402,S,0,40034,3179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43213,2520,0,0,1324,0,0,0,0,0,0,0,3844,0,0,20417,0,0,63124,0,0,0,0,0,0,39369,15790,5076,0,0,10934
164318,1,9,1,0,126,A,0,77570,201,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77969,0,0,160,0,4195,0,0,0,0,267,0,4622,0,0,0,0,0,0,0,0,0,0,0,0,73347,0,8549,0,0,17058
229980,0,10,5,0,507,A,1,29661,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29695,0,0,155,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,29540,28734,2744,0,0,12779
130916,0,8,9,1,103,A,1,75916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75916,3278,189,170,0,1958,0,0,0,0,652,0,6247,0,0,15811,0,0,32777,0,1626,0,0,0,0,69669,0,8013,0,0,70020
202145,0,2,0,1,403,A,1,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64079,0,0,0,0,64118,0,0,0,0,0,0,0,0,3384,0,0,3384,0,0,0,0,0,69536,0,0,13027,0,0,0,60734,0,0,3928,0,36668
108036,0,7,1,0,314,A,0,22932,107,0,0,0,0,72,31,0,0,0,0,0,0,0,-12997,0,5459,0,18456,0,0,0,0,0,0,0,12997,23142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23142,0,686,0,0,55918
21656,0,5,0,1,116,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2199,0,23586,0,25784,0,0,0,0,0,0,0,2199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86008,0,0,1498,0,0,0,0,0,0,0,0,49333
227431,0,9,8,0,106,A,0,4690,0,0,0,4287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8977,0,0,46,0,0,0,0,714,0,0,0,760,0,0,0,0,0,0,0,0,0,0,0,0,8217,0,0,0,0,5785
75715,1,6,0,1,111,A,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,8514,0,24966,0,16452,0,0,0,0,0,0,0,0,8525,0,0,0,0,0,0,0,0,0,0,0,0,0,1418,0,0,0,79892,0,0,0,0,0,0,7107,0,0,0,0,23337
86237,0,1,5,0,206,A,1,53297,0,0,3688,0,0,2519,1079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60583,39,0,132,0,546,0,0,188,0,96,0,1001,0,0,0,0,0,0,0,16461,618,0,0,0,59582,0,23207,5520,0,641595
24205,1,5,2,1,203,A,1,35003,158,0,23,0,0,0,0,0,0,0,0,0,0,0,-43,0,902,0,945,0,0,0,0,0,0,0,43,35184,0,0,190,0,619,0,0,0,0,79,0,888,0,0,0,0,0,66270,0,0,0,0,0,0,34296,0,3091,0,373,89947
246212,0,5,0,1,213,A,1,0,0,0,18200,0,185,464,199,-19113,2162,9846,6809,4620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,-9,0,0,0,0,0,0,0,0,0,168,0,168,0,0,0,0,0,19113,0,0,0,0,0,0,0,0,0,0,0,0
46799,0,6,6,1,120,A,1,22294,1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23452,3686,0,138,0,407,0,0,0,0,0,0,4231,0,0,0,0,0,229661,0,0,0,0,0,0,19221,0,7945,0,0,59358
136218,0,6,0,0,125,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37574,0,169341,0,127682,0,0,0,0,0,0,0,440,38014,0,0,0,0,0,0,0,0,0,1645,0,1645,0,0,0,0,0,0,0,0,1518,0,0,0,36369,0,0,0,0,696
145537,1,8,9,1,303,A,1,50151,0,0,2417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2435,0,0,0,0,55003,3584,0,140,0,140,0,0,0,0,0,0,3864,0,0,0,0,0,186307,0,1563,0,0,0,0,51139,0,5515,0,0,61786
182895,0,2,4,0,125,A,0,13819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13819,0,0,0,0,261,0,0,0,0,137,0,398,0,0,0,0,0,0,0,0,0,0,0,0,13421,0,1341,0,0,163
16558,1,1,5,0,212,A,1,5394,0,0,3294,6789,90,1782,763,0,0,0,0,0,0,0,0,0,0,0,0,0,366,0,1478,0,0,251,0,19841,0,0,0,0,12,0,0,167,0,162,0,341,0,0,0,0,251,0,0,0,0,0,0,0,19500,0,515,0,0,394397
